"","id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","host","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey.dbpk","collId","recordId","references"
"178042","5525291","N/A","","","HumanObservation","","1010289","","Fungi","Fungi Incertae Sedis","Leotiomycetes","Helotiales","Leotiaceae","Leotia lubrica","269222","(Scop.) Pers.","Leotia","lubrica","","","","","","","","","","Ratkowsky, D. David","","","","2000-05-12","2000","5","12","133","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.73333724123243","146.4166630023745","","100","452248.0, 5268632.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","d20dcb5e-52e1-4b2d-a6bb-f3ce011a3857","105","urn:uuid:1c01491e-adcb-4ac2-92cc-8e78963102f0","http://mycoportal.org/portal/collections/individual/index.php?occid=5525291"
"100130","5444231","N/A","","","HumanObservation","","17330","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Russulaceae","Lactarius eucalypti","257664","O.K. Mill. & R.N. Hilton","Lactarius","eucalypti","","","","","","","","","","Fungimap Recorder Number: 9","","","","1989-00-00","1989","0","0","","","0/0/1989","Habitat: Eucalyptus radiata, E. viminalis, E. cypellocarpa and E. obliqua forest Substrate: Host: Further Comments:","Eucalyptus radiata, E. viminalis, E. cypellocarpa and E. obliqua forest","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Monbulk: Butterfield Reserve","","0","","-37.89472222222222","145.44305555555556","","1000","-37.89472222222222, 145.44305555555556","","","","","Map source unknown.","","","","","","","","","","2018-08-23 19:17:58","6a0000b3-4f7e-4886-9a20-ee4b542f3c6c","105","urn:uuid:edb6e3a6-7a56-4364-9295-56629fa1ab78","http://mycoportal.org/portal/collections/individual/index.php?occid=5444231"
"26767","5367867","N/A","","","HumanObservation","","51648","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Hygrophoraceae","Lichenomphalia chromacea","185257","(Cleland) Redhead, Lutzoni, Moncalvo & Vilgalys","Lichenomphalia","chromacea","","","","","","","","","","Fungimap Recorder Number: 760","","","","2010-07-24","2010","7","24","205","","24/7/2010","Habitat: Open forest, gold mining area. Substrate: Slimy soil. Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Approximately 4km north-west of Talbot, Amherst Reef Geological Reserve - Quartz Mountain.","","0","","-37.15833333333333","143.63055555555556","","1000","-37.15833333333333, 143.63055555555556","","","","","","","","","","","","","","","2018-08-23 19:17:58","07b651e8-5af9-4a23-9115-866451a9a02a","105","urn:uuid:d9c70de3-b855-46b2-8360-cc1ec1619178","http://mycoportal.org/portal/collections/individual/index.php?occid=5367867"
"150538","5496674","N/A","","","HumanObservation","","5742","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Amanitaceae","Amanita muscaria","95084","(L.) Lam.","Amanita","muscaria","","","","","","","","","","Fungimap Recorder Number: 43","","","","1986-00-00","1986","0","0","","","0/0/1986","Habitat: Under Pinus radiata Substrate: Host: Further Comments:","Under Pinus radiata","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Emerald: Nobelius Packing Shed","","0","","-37.93277777777777","145.4477777777778","","1000","-37.93277777777777, 145.4477777777778","","","","","AMG","","","","","","","","","","2018-08-23 19:17:58","ad30a792-142c-40f9-ad40-9cbacbaf3e18","105","urn:uuid:73dc6f7d-2730-4a3f-bd6b-619143100c2e","http://mycoportal.org/portal/collections/individual/index.php?occid=5496674"
"69261","5412102","N/A","","","HumanObservation","","41910","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Amanitaceae","Amanita phalloides","95164","Secr.","Amanita","phalloides","","","","","","","","","","Fungimap Recorder Number: 49","","","","2008-06-21","2008","6","21","173","","21/6/2008","Habitat: In plantation / arboretum, in oak section. Substrate: On soil Host: Quercus engelmanni, canariensis and other oaks Further Comments: Collectors: PS & DEA Catcheside and T. Lebel. Fruit bodies have continued to come up under a number of the oak species until present: 16/7/08.","In plantation / arboretum, in oak section.","","","","","","","","","","","","","","","","","","Australia","South Australia","","","Adelaide suburb of Urrbrae, Fullerton Rd, Waite Arboretum.","","0","","-34.968611111111116","138.63111111111112","","50","-34.968611111111116, 138.63111111111112","","","","","GPS Device Unknown","","","","","","110.0","","","","2018-08-23 19:17:58","40bfc8ba-c7d7-4c3e-9fa0-34152f9000a6","105","urn:uuid:b82ee9da-4f30-41a1-8569-d987c64ce737","http://mycoportal.org/portal/collections/individual/index.php?occid=5412102"
"69403","5412252","N/A","","","HumanObservation","","79524","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Marasmiaceae","Marasmiellus","15890","","Marasmiellus","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-05-22","2004","5","22","143","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.149988","147.950009","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","40f5b631-739c-40be-837b-a83a5dd39a0f","105","urn:uuid:0cc75781-9206-48c8-b5e1-e6dd6d997b5a","http://mycoportal.org/portal/collections/individual/index.php?occid=5412252"
"97108","5441071","N/A","","","HumanObservation","","GR117556","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria novae-zelandiae","100433","(G. Stev.) Boesew.","Armillaria","novae-zelandiae","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2001-10-23","2001","10","23","296","","Tue Oct 23 00:00:00 EST 2001","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Mt. Field, Falls Loop","","0","","-42.683323","146.7","","","-42.683323, 146.7","","","","","","","","","","","","","","","2018-08-23 19:17:58","65fc6550-9cdf-41e5-b36a-219911cb2590","105","urn:uuid:3647f9be-af62-47b9-b334-6983972e0efb","http://mycoportal.org/portal/collections/individual/index.php?occid=5441071"
"88327","5431955","N/A","","","HumanObservation","","1012003","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Clavariaceae","Mucronella pendula","297189","(Massee) R.H. Petersen","Mucronella","pendula","","","","","","","","","","Ratkowsky, D. David","","","","2000-05-03","2000","5","3","124","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.683332426255014","146.69999648227846","","100","475422.0, 5274306.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","5a6401a2-2fbd-4737-8874-a70f90bd7e7c","105","urn:uuid:e8055df5-df59-46af-b7d4-b6370092f625","http://mycoportal.org/portal/collections/individual/index.php?occid=5431955"
"64252","5406895","N/A","","","HumanObservation","","94007","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena kuurkacea","298373","Grgur.","Mycena","kuurkacea","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2001-05-03","2001","5","3","123","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.899987","147.250003","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","3a1076c0-019b-4f5c-bcad-00e35145eb91","105","urn:uuid:755e1901-43fc-443a-96e1-712bdd4a1746","http://mycoportal.org/portal/collections/individual/index.php?occid=5406895"
"17591","6899974","iNaturalist","Observations","","Human Observation","https://www.inaturalist.org/observations/6204203","6204203","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Russulaceae","Russula persanguinea","412436","Cleland","Russula","persanguinea","","","","2017-05-14T08:14:01Z","","","","","","Reiner Richter","","","","2017-05-08","2017","5","8","128","","2017/05/08 8:10 AM AEST","","","","","<a href='https://www.inaturalist.org/observations/6204203' target='_blank' style='color: blue;'> Original observation #6204203 (iNaturalist)</a>","","","","","","","","","","","","","","","Australia","Victoria","","","Silvan VIC 3795, Australia","","0","","-37.821997","145.407155","","","","","","","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","","","","","","","","","preprocessed","2018-11-10 10:27:02","6204203","86","urn:uuid:5dc74cc3-7af9-401a-afe5-8cde1738d2ac","http://mycoportal.org/portal/collections/individual/index.php?occid=6899974"
"150068","5496179","N/A","","","HumanObservation","","38007","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Coltricia cinnamomea","148312","(Jacq.) Murrill","Coltricia","cinnamomea","","","","","","","","","","Fungimap Recorder Number: 78","","","","2006-06-14","2006","6","14","165","","14/6/2006","Habitat: Allocasuarina sp., Eucalyptus occidentalis Substrate: Host: Further Comments:","Allocasuarina sp., Eucalyptus occidentalis","","","","","","","","","","","","","","","","","","Australia","Western Australia","","","Hopetoun: Oldfield Loc 1447","","0","","-33.89175","120.23116666666667","","50","-33.89175, 120.23116666666667","","","","","GPS Device Unknown","","","","","","","","","","2018-08-23 19:17:58","ac947cfd-b47a-481d-9246-725b4d040509","105","urn:uuid:4deefec3-a85c-4aca-9d7f-c762a9566b8b","http://mycoportal.org/portal/collections/individual/index.php?occid=5496179"
"71704","5414641","N/A","","","HumanObservation","","38303","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Amanitaceae","Amanita xanthocephala","95406","(Berk.) D.A. Reid & R.N. Hilton","Amanita","xanthocephala","","","","","","","","","","Fungimap Recorder Number: 760","","","","2006-05-13","2006","5","13","133","","13/5/2006","Habitat: Woodland Substrate: Soil Host: Further Comments:","Woodland","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Blackburn Lake Sanctuary","","0","","-37.825","145.15805555555556","","1000","-37.825, 145.15805555555556","","","","","Melways","","","","","","","","","","2018-08-23 19:17:58","43ed86cc-daeb-4dcf-9f42-68b26dd271e1","105","urn:uuid:9f1c152b-adc8-428e-b3b7-adb824339b9c","http://mycoportal.org/portal/collections/individual/index.php?occid=5414641"
"30073","5371311","N/A","","","HumanObservation","","81702","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Entolomataceae","Entoloma viridomarginatum","183154","(Cleland) E. Horak","Entoloma","viridomarginatum","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","1999-02-23","1999","2","23","54","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.699987","147.849999","","1000","","","","","","","","","","","","","","","","2018-08-23 19:17:58","0c1b713e-ed35-49b9-8505-76a8f2ec13af","105","urn:uuid:26bafec3-b501-4df5-9ea2-694817d34bb3","http://mycoportal.org/portal/collections/individual/index.php?occid=5371311"
"74194","5417246","N/A","","","HumanObservation","","GR130907","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Phanerochaetaceae","Byssomerulius corium","120921","(Pers.) Parmasto","Byssomerulius","corium","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-09-20","2003","9","20","263","","Sat Sep 20 00:00:00 EST 2003","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Waterworks Reserve, Hobart","","0","","-42.899991","147.283332","","","-42.899991, 147.283332","","","","","","","","","","","","","","","2018-08-23 19:17:58","4732d8f6-3afb-4897-b5c4-4aab831c98bd","105","urn:uuid:be132000-5b6e-4f8b-a674-61dfa7bab7fa","http://mycoportal.org/portal/collections/individual/index.php?occid=5417246"
"159553","5506045","N/A","","","HumanObservation","","97767","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Inocybaceae","Simocybe phlebophora","422218","E. Horak","Simocybe","phlebophora","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2001-11-08","2001","11","8","312","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.699987","147.849999","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","b90d87e5-af2f-4358-9cdc-14c65f34068d","105","urn:uuid:b2d6c600-7c3f-4041-944e-e3fbe0c20668","http://mycoportal.org/portal/collections/individual/index.php?occid=5506045"
"203254","5554702","N/A","","","HumanObservation","","GR143556","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","13394","(Pers.) Gray","Cortinarius","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2005-09-13","2005","9","13","256","","Tue Sep 13 00:00:00 EST 2005","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Mt. Wellington, S.E. Tracks","","0","","-42.916656","147.250009","","","-42.916656, 147.250009","","","","","","","","","","","","","","","2018-08-23 19:17:58","f7aab379-5ba4-4c19-8e24-60375ba2a813","105","urn:uuid:57d72f93-b975-4aed-9d44-f4d7cdb1dc8f","http://mycoportal.org/portal/collections/individual/index.php?occid=5554702"
"50760","5392841","N/A","","","HumanObservation","","119249","","Fungi","Fungi Incertae Sedis","Leotiomycetes","Helotiales","Helotiaceae","Bisporella","7831","Sacc.","Bisporella","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2005-03-08","2005","3","8","67","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.099988","146.733341","","","","","","","","","","","","","","","","","","2018-08-23 19:18:50","27ca1014-ef4c-4430-87fe-d1090a65b4ae","105","urn:uuid:bbdb2c6a-0457-4da6-89a3-833b991af5dc","http://mycoportal.org/portal/collections/individual/index.php?occid=5392841"
"123956","5468995","N/A","","","HumanObservation","","GR111478","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Stereaceae","Stereum illudens","434841","Berk.","Stereum","illudens","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2000-11-09","2000","11","9","314","","Thu Nov 09 00:00:00 EST 2000","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Myrtle Gully","","0","","-42.899987","147.250003","","","-42.899987, 147.250003","","","","","","","","","","","","","","","2018-08-23 19:17:58","89c49628-4048-4b59-ae2b-51b0c3915d6a","105","urn:uuid:4f9df12e-eebe-4fb9-9620-e5e68b87a7af","http://mycoportal.org/portal/collections/individual/index.php?occid=5468995"
"131306","5476654","N/A","","","HumanObservation","","61499","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe miniata","244368","(Scop.) Murrill","Hygrocybe","miniata","","","","","","","","","","Fungimap Recorder Number: 1573","","","","2012-07-18","2012","7","18","200","","18/7/2012","Habitat: Wet forest, Other spp: Eucalyptus spp., Coprosma quadrifida, Cyathea australis, Bursaria spinosa, Polystichum proliferum Substrate: Soil Host: Further Comments: Photo on CD 81 as Hygrocybe miniata","","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Blanket Leaf picnic area","","0","","-38.51638888888889","143.9272222222222","","50","-38.51638888888889, 143.9272222222222","","","","","","","","","","","","","","","2018-08-23 19:17:58","93a36bb3-ee55-4bba-8a76-443a2749ea2c","105","urn:uuid:aa27d9c9-2114-43d0-a200-36e86e42a43f","http://mycoportal.org/portal/collections/individual/index.php?occid=5476654"
"88286","5431912","N/A","","","HumanObservation","","7774","","Fungi","Fungi Incertae Sedis","Tremellomycetes","Tremellales","Tremellaceae","Tremella mesenterica","313682","Schumach.","Tremella","mesenterica","","","","","","","","","","Fungimap Recorder Number: 698","","","","2001-09-08","2001","9","8","251","","8/9/2001","Habitat: Substrate: Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","South Australia","","","Scott Creek CP: Almanda Mine car park","","0","","-35.08416666666667","138.67444444444445","","1000","-35.08416666666667, 138.67444444444445","","","","","GPS Device Unknown","","","","","","","","","","2018-08-23 19:17:58","5a562d1d-8971-4406-ae10-bb57b7d3e771","105","urn:uuid:a15aaac2-8900-4db9-a8fb-1ab03c17d3e5","http://mycoportal.org/portal/collections/individual/index.php?occid=5431912"
