"","Record.ID","Catalogue.Number","Taxon.Concept.GUID","Scientific.Name...original","Vernacular.name...original","Scientific.Name","Taxon.Rank","Vernacular.name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data.Resource.ID","Data.Resource.Name","Institution.ID","Institution","Collection.ID","Collection","Licence","Institution.Code","Collection.Code","Locality","Latitude...original","Longitude...original","Geodetic.datum...original","Latitude","Longitude","Coordinate.Precision","Coordinate.Uncertainty.in.Metres","Country...parsed","State...parsed","Local.Government.Areas","IMCRA.4.Regions","IBRA.7.Regions","Maximum.elevation.in.meters","Minimum.elevation.in.meters","Minimum.depth.in.meters","Maximum.depth.in.meters","Individual.count","Collector","Year","Month","Day","Event.Date...parsed","Verbatim.event.date","Basis.Of.Record...original","Basis.Of.Record","Occurrence.status","Sex","Preparations","Outlier.for.layer","Taxonomic.Quality","Location.Quality"
"225970","6027c922-7f07-4c10-bb5b-dd529686d32f","CBG 8110384.1","NZOR-4-47853","Xanthoparmelia mougeotina (Nyl.) D.J.Galloway","","Xanthoparmelia mougeotina","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthoparmelia","Xanthoparmelia mougeotina","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CBG","Gilbraltar Creek, 28 km SW of Canberra.",-35.5,148.9667,"",-35.5,148.9667,NA,1000,"Australia","Australian Capital Territory","Unincorporated ACT","","South Eastern Highlands",1200,1200,NA,NA,"","Streimann, H.",1981,8,30,"1981-08-30","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"74454","ab843acd-c32a-4147-9886-f8e60cb18586","HO 69377","NZOR-4-105008","Neuropogon  acromelanus (Stirt.) I.M.Lamb","","Usnea acromelana","species","Black-beard Lichen","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","Usnea acromelana","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","Mt Field",-42.65,146.633333,"",-42.65,146.633333,NA,10000,"Australia","Tasmania","Central Highlands (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","Rodway, L.",1913,1,NA,"1913-01-01","Jan 1913","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"204440","ba66e13d-a612-4e03-bc8c-69f03f0cdedb","PERTH 7547161","852b9fda-7cfa-4e43-ac6d-1c680259aa0e","Mesophellia glauca (Cooke & Massee) D.A.Reid","","Mesophellia glauca","species","","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Mesophelliaceae","Mesophellia","Mesophellia glauca","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","Mount Rufus Weir",NA,NA,"",NA,NA,NA,NA,"Australia","Tasmania","","","",NA,NA,NA,NA,"","Trappe, J.M.",1991,5,15,"1991-05-15","15 May 1991","PreservedSpecimen","PreservedSpecimen","present","","","","true",""
"133799","c67e8df6-56e4-4552-b32d-b479892d5c64","urn:gaiaguide.info:identification:AhvA5owQ","urn:lsid:indexfungorum.org:names:90156","Fungi","","Fungi","kingdom","","Fungi","","","","","","","","dr714","Gaia Guide","","","","","CC-BY 3.0 (Int)","","","Castle Cove, Sydney, NSW, Australia",-33.783259,151.201699,"WGS84",-33.783259,151.201699,NA,50,"Australia","New South Wales","Willoughby (C)","","Sydney Basin",NA,NA,NA,NA,"","Geoffrey Shuetrim",2012,6,20,"2012-06-20","","Observation","HumanObservation","present","","","","true","true"
"134187","c88bebae-b7d0-473e-9e0a-cf4e9c79dbd0","CANB 662513.1","NZOR-4-61071","Buellia spuria var. amblyogona (Mull.Arg.) Elix","","Buellia spuria var. amblyogona","variety","","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Physciaceae","Buellia","Buellia spuria","Buellia spuria var. amblyogona","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Along the Rainbow Beach Road, just W of Cooloola National Park, 12.5 km S of Tin Can Bay.",-26.0333,153.0333,"",-26.0333,153.0333,NA,1000,"Australia","Queensland","Gympie (R)","","South Eastern Queensland",1000,1000,NA,NA,"","Elix, J.A.",1989,7,1,"1989-07-01","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"460443","348cbd7d-b21a-4439-ba03-9850f688b6d3","44430","NZOR-4-3477","Phlebopus marginatus","","Phlebopus marginatus","species","","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletinellaceae","Phlebopus","Phlebopus marginatus","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Warragul, 17 Torongo Court.",-38.1666666666667,145.933333333333,"EPSG:4326",-38.1666666666667,145.933333333333,NA,10000,"Australia","Victoria","Baw Baw (S)","","South Eastern Highlands",NA,NA,NA,NA,"","Fungimap Recorder Number: 20",2008,5,15,"2008-05-15","15/5/2008","HumanObservation","HumanObservation","present","","","","true","true"
"207682","6d3805c6-ab92-4404-aca0-d3f8b2995b35","GR110642","e25fa794-49d8-40c4-8d54-45e027f810f7","Postia dissecta","","Postia dissecta","species","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia","Postia dissecta","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Kermandie Falls",-43.199986,146.866676,"EPSG:4326",-43.199986,146.866676,NA,NA,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2000,8,1,"2000-08-01","Tue Aug 01 00:00:00 EST 2000","HumanObservation","HumanObservation","present","","","","true","true"
"113305","cf784314-45aa-4c9b-988e-767bcfb52d9c","31703","9e396944-1d26-4895-afce-8219ded08f38","Amanita xanthocephala","","Amanita xanthocephala","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita xanthocephala","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Glenshera Reserve",-35.3730555555556,138.549444444444,"EPSG:4326",-35.3730555555556,138.549444444444,NA,50,"Australia","South Australia","Yankalilla (DC)","","Kanmantoo",NA,NA,NA,NA,"","Fungimap Recorder Number: 698",2004,6,12,"2004-06-12","12/6/2004","HumanObservation","HumanObservation","present","","","","true","true"
"20875","f1dabcc1-cf3e-436f-9e17-0ec0f45f8def","85816","b5de4f02-33b3-459b-a88a-c86e8697ca5a","Lentinellus sp.","","Lentinellus pulvinulus","species","","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Lentinellus","Lentinellus pulvinulus","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt. Wellington, S.E. Tracks",-42.916656,147.250009,"",-42.916656,147.250009,NA,10000,"Australia","Tasmania","Hobart (C)","","Tasmanian South East",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",1999,8,30,"1999-08-30","","Observation","HumanObservation","present","","","","true","true"
"239679","5636dc79-dae6-4363-b20d-b13423c713b6","CANB 624410.1","urn:lsid:indexfungorum.org:names:17723","Hebeloma (Fr.) P.Kumm.","","Hebeloma","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hebeloma","","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","CSIRO grounds, east of Black Mountain Reserve.",-35.2611,149.1,"",-35.2611,149.1,NA,50,"Australia","Australian Capital Territory","Unincorporated ACT","","South Eastern Highlands",600,600,NA,NA,"","Lepp, H.",1999,8,29,"1999-08-29","","PreservedSpecimen","PreservedSpecimen","present","","boxed","","true","true"
"43462","ed2a6826-c89e-497f-88cb-f1fba1554dcd","BRIP 16932 a","NZOR-4-61265","Alternaria alternata (Fr.) Keissl.","","Alternaria alternata","species","","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","","dr743","Records of the Queensland Plant Pathology Herbarium","in43","Queensland Department of Agriculture and Fisheries","co53","Queensland Plant Pathology Herbarium (BRIP)","CC-BY-NC","","BRIP","Caboolture",-27.8,152.95,"",-27.8,152.95,NA,NA,"Australia","Queensland","Logan (C)","","South Eastern Queensland",NA,NA,NA,NA,"","Johnson, G.I.",NA,NA,NA,"","","","","present","","","","true","false"
"13926","f7d3b2ad-938e-4027-b6d6-92dd6012cc77","120977","12df5797-c055-4159-a367-cf540b866677","Torrendiella clelandii","","Torrendiella clelandii","species","","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Torrendiella","Torrendiella clelandii","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Badger Weir, near Healesville. Lyrebird Track",-42.699987,145.570833333333,"EPSG:4326",-42.699987,145.570833333333,NA,1000,"Australia","Tasmania","West Coast (M)","","Tasmanian West",540,540,NA,NA,"","178",2014,7,13,"2014-07-13","","HumanObservation","HumanObservation","present","","","el889","true","true"
"437213","63084c46-6948-413e-90ba-3c4fd25f110a","CBG 8003778.1","NZOR-4-127216","Flavoparmelia haysomii (C.W.Dodge) Hale","","Flavoparmelia haysomii","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Flavoparmelia","Flavoparmelia haysomii","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CBG","Blue Range, 24 km WNW of Canberra.",-35.3,149.85,"",-35.3,149.85,NA,1000,"Australia","New South Wales","Palerang (A)","","South Eastern Highlands",1100,1100,NA,NA,"","Streimann, H.",1980,4,25,"1980-04-25","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"88348","e323246f-e189-4a73-9a61-fe1fbcca8898","PERTH 8670331","urn:lsid:indexfungorum.org:names:19265","Pisolithus sp.","","Pisolithus","genus","","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Pisolithus","","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","South Coast Highway, 4.5 km W of Denmark on side of road",-34.973611,117.317778,"GDA94",-34.9736109991,117.317778,NA,3000,"Australia","Western Australia","Denmark (S)","","Warren",NA,NA,NA,NA,"","Syme, K.",1995,5,7,"1995-05-07","7 May 1995","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"223520","a72c8c0d-4aeb-4495-ac6b-6a94362c94d7","109992","1fa78a2c-1d92-4f1d-a30d-45641654baf8","Hygrocybe rodwayi","","Hygrocybe rodwayi","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe rodwayi","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Mt. Wellington, S.E. Tracks",-42.916656,147.250009,"",-42.916656,147.250009,NA,NA,"Australia","Tasmania","Hobart (C)","","Tasmanian South East",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",NA,NA,NA,"","","Observation","HumanObservation","present","","","","true","true"
"170631","8f62ab14-be46-4b3f-ac7e-e641c05d29aa","439336","NZOR-4-39580","Cladia aggregata","","Cladia aggregata","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladia","Cladia aggregata","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-41.7289391852542,146.728405797724,"EPSG:4326",-41.7289391852542,146.728405797724,NA,1000,"Australia","Tasmania","Meander Valley (M)","","Tasmanian Central Highlands",NA,NA,NA,NA,"","Jamie Kirkpatrick (1315)",NA,12,31,"","","Sighting","HumanObservation","present","","","","true","true"
"351957","0feafacb-4849-421f-b558-8812bbc5c3ef","GR106779","NZOR-4-28535","Discinella terrestris","","Phaeohelotium baileyanum","species","","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Phaeohelotium","Phaeohelotium baileyanum","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Arve Rd Zig-zag Track",-43.09999,146.750004,"EPSG:4326",-43.09999,146.750004,NA,NA,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",1999,11,23,"1999-11-23","Tue Nov 23 00:00:00 EST 1999","HumanObservation","HumanObservation","present","","","","true","false"
"196124","9fd12427-e39e-421f-a654-eed8cc7c56dd","HO 564579","80979585-a5a4-43c5-b60c-81e27dc6dd7c","Entoloma  saponicum G.M.Gates & Noordel.","","Entoloma saponicum","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma saponicum","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","Waterfall Bay",-43.066667,147.95,"",-43.066667,147.95,NA,1000,"Australia","Tasmania","Tasman (M)","","Tasmanian South East",NA,NA,NA,NA,"","Gates, G.M.",1999,3,13,"1999-03-13","13 Mar 1999","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"308035","0e7928fd-e71c-4989-b294-6b2e5a4774b5","CANB 588116.1","NZOR-4-5174","Stereocaulon ramulosum (Sw.) Raeusch.","","Stereocaulon ramulosum","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Stereocaulaceae","Stereocaulon","Stereocaulon ramulosum","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","The Needles, Humboldt divide, Gordon River road.",-42.7333,146.45,"",-42.7333,146.45,NA,5000,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","Lumbsch, H.T.",1987,9,5,"1987-09-05","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"398440","430220b3-bdcc-4ed1-b0d6-08b72fb08033","323374.00","urn:lsid:indexfungorum.org:names:81882","Parmeliaceae spp.","Parmeliaceous lichen","Parmeliaceae","family","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY","","","B0411300",-38.4066,145.218,"GDA94",-38.407,145.218,NA,15,"Australia","Victoria","","","South East Coastal Plain",NA,NA,NA,NA,"","Jim Grant",1974,7,1,"1974-07-01","","HumanObservation","HumanObservation","present","","","","true","true"
"224644","6e490058-27f8-45f4-be16-38defefd441b","CANB 770895.1","NZOR-4-56265","Lecidea Ach.","","Lecidea","genus","","Fungi","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae","Lecidea","","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Wollomombi Falls, 26 miles [41.84 km] E of Armidale.",NA,NA,"",NA,NA,NA,NA,"Australia","New South Wales","","","",NA,NA,NA,NA,"","Weber, W.A.",1968,10,24,"1968-10-24","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true",""
"36010","e9960602-6684-46b8-bcfc-c806748e30b6","32390","9e396944-1d26-4895-afce-8219ded08f38","Amanita xanthocephala","","Amanita xanthocephala","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita xanthocephala","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Landing Road, Sutton Forest Block",-34.4569444444444,116.2875,"EPSG:4326",-34.4569444444444,116.2875,NA,50,"Australia","Western Australia","Manjimup (S)","","Warren",NA,NA,NA,NA,"1","Fungimap Recorder Number: 720",2000,8,10,"2000-08-10","10/8/2000","HumanObservation","HumanObservation","present","","","","true","true"
"222216","713db678-f16c-48a9-97bd-c80ba6162afc","CANB 659328.1","NZOR-4-36776","Collema subconveniens Nyl.","","Collema subconveniens","species","","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Collema","Collema subconveniens","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Feagans Creek, Budawang National Park, 18 km ESE of Braidwood.",-35.45,150,"",-35.45,150,NA,1000,"Australia","New South Wales","Palerang (A)","","South East Corner",700,700,NA,NA,"","Elix, J.A.",1987,2,10,"1987-02-10","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"50790","f0612397-81d1-4817-ac3d-67e033e90a71","47249","NZOR-4-40197","Cordyceps gunnii","","Cordyceps gunnii","species","","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps gunnii","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Skemps property, Myrtle Bank",-41.3,147.366666666667,"EPSG:4326",-41.3,147.366666666667,NA,1000,"Australia","Tasmania","Launceston (C)","","Ben Lomond",NA,NA,NA,NA,"","Fungimap Recorder Number: 279",2004,5,15,"2004-05-15","15/5/2004","HumanObservation","HumanObservation","present","","","","true","true"
"39090","e5fdc826-8613-4426-98cb-9bea172c705c","16198628","NZOR-4-20614","Auricularia cornea","","Auricularia cornea","species","Hakekakeka","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia","Auricularia cornea","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","",-30.352405,153.0773466667,"",-30.352405,153.0773466667,NA,NA,"Australia","New South Wales","Coffs Harbour (C)","","NSW North Coast",NA,NA,NA,NA,"","Nick Lambert",2018,9,2,"2018-09-02","2018/09/02 3:49 PM AEST","HumanObservation","HumanObservation","present","","","","true","true"
"96627","d7c12b06-703a-4836-be58-c3f8d59ada68","95751","39c0284a-9f6b-4418-a0e2-988a518c2c23","Cantharellus concinnus","","Cantharellus concinnus","species","","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","Cantharellus concinnus","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Kermandie Falls",-43.199986,146.866676,"",-43.199986,146.866676,NA,NA,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",NA,NA,NA,"","","Observation","HumanObservation","present","","","","true","true"
"266111","5171aa58-e1ca-4a16-9ead-54d20af6e39f","MEL 2301297A","9bf89463-7886-44a8-a15e-dcbc97d375bd","Neolentiporus maculatissimus","","Neolentiporus maculatissimus","species","","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Neolentiporus","Neolentiporus maculatissimus","","dr376","MEL AVH data","in21","Royal Botanic Gardens Victoria","co55","National Herbarium of Victoria","CC-BY 3.0 (Au)","MEL","MEL","Copeland.",-32,151.85,"",-32,151.85,NA,10000,"Australia","New South Wales","Gloucester (A)","","NSW North Coast",NA,NA,NA,NA,"","Cann, H.J.",1969,11,16,"1969-11-16","","PreservedSpecimen","PreservedSpecimen","present","","packet","el887","true","true"
"15076","f836a240-67ce-4ea4-b2a7-692c8f2a8e4c","5473122","NZOR-4-5712","Hypomyces microspermus","","Hypomyces microspermus","species","","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces","Hypomyces microspermus","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","",-26.54981183,153.09703533,"",-26.54981183,153.09703533,NA,48,"Australia","Queensland","Sunshine Coast (R)","","South Eastern Queensland",NA,NA,NA,NA,"","pat-leonard",2017,3,26,"2017-03-26","2017-03-26 10:27:17 AM AEST","HumanObservation","HumanObservation","present","","","","true","true"
